Country;Response_measure;date_start;date_end
Lithuania;EntertainmentVenuesPartial;26/10/20;15/12/20
Lithuania;EntertainmentVenuesPartial;06/03/21;NA
Lithuania;GymsSportsCentres;07/11/20;NA
Lithuania;GymsSportsCentresPartial;16/03/20;16/06/20
Lithuania;HotelsOtherAccommodationPartial;07/11/20;NA
Lithuania;IndoorOver100;01/06/20;15/06/20
Lithuania;IndoorOver1000;16/08/20;31/08/20
Lithuania;IndoorOver500;17/06/20;31/07/20
Lithuania;IndoorOver500;30/10/20;06/11/20
Lithuania;MasksMandatoryAllSpaces;10/04/20;29/04/20
Lithuania;MasksMandatoryAllSpaces;07/11/20;24/02/21
Lithuania;MasksMandatoryAllSpacesPartial;30/04/20;16/06/20
Lithuania;MasksMandatoryAllSpacesPartial;21/08/20;06/11/20
Lithuania;MasksMandatoryAllSpacesPartial;25/02/21;NA
Lithuania;MasksMandatoryClosedSpacesPartial;01/08/20;20/08/20
Lithuania;MasksVoluntaryAllSpaces;23/03/20;09/04/20
Lithuania;MasksVoluntaryAllSpaces;16/06/20;06/11/20
Lithuania;MassGather50;12/03/20;03/05/20
Lithuania;MassGather50;07/11/20;05/03/21
Lithuania;MassGather50Partial;04/05/20;16/06/20
Lithuania;MassGather50Partial;06/03/21;NA
Lithuania;MassGatherAll;12/03/20;03/05/20
Lithuania;MassGatherAll;01/07/20;15/08/20
Lithuania;MassGatherAll;14/11/20;05/03/21
Lithuania;MassGatherAllPartial;04/05/20;30/06/20
Lithuania;MassGatherAllPartial;16/08/20;31/08/20
Lithuania;MassGatherAllPartial;30/10/20;13/11/20
Lithuania;MassGatherAllPartial;06/03/21;NA
Lithuania;NonEssentialShops;16/03/20;22/04/20
Lithuania;NonEssentialShops;16/12/20;14/02/21
Lithuania;NonEssentialShopsPartial;23/04/20;15/12/20
Lithuania;NonEssentialShopsPartial;15/02/21;NA
Lithuania;OutdoorOver1000;17/06/20;31/08/20
Lithuania;OutdoorOver50;01/06/20;16/06/20
Lithuania;OutdoorOver500;30/10/20;06/11/20
Lithuania;PlaceOfWorship;16/03/20;26/04/20
Lithuania;PlaceOfWorshipPartial;27/04/20;16/06/20
Lithuania;PlaceOfWorshipPartial;07/11/20;NA
Lithuania;PrivateGatheringRestrictions;07/11/20;15/12/20
Lithuania;PrivateGatheringRestrictionsPartial;19/03/20;08/06/20
Lithuania;PrivateGatheringRestrictionsPartial;26/10/20;06/11/20
Lithuania;RestaurantsCafes;16/03/20;22/04/20
Lithuania;RestaurantsCafes;07/11/20;NA
Lithuania;RestaurantsCafesPartial;23/04/20;06/11/20
Lithuania;SocialCircle;16/12/20;NA
Lithuania;StayHomeGen;16/03/20;16/06/20
Lithuania;StayHomeGen;07/11/20;15/12/20
Lithuania;StayHomeOrder;16/12/20;31/03/21
Lithuania;Teleworking;10/03/20;15/06/20
Lithuania;TeleworkingPartial;16/06/20;NA
Luxembourg;ClosDaycare;16/03/20;24/05/20
Luxembourg;ClosDaycare;28/12/20;10/01/21
Luxembourg;ClosHigh;16/03/20;24/05/20
Luxembourg;ClosHigh;28/12/20;10/01/21
Luxembourg;ClosPrim;16/03/20;24/05/20
Luxembourg;ClosPrim;28/12/20;10/01/21
Luxembourg;ClosPubAnyPartial;16/03/20;NA
Luxembourg;ClosSec;16/03/20;04/05/20
Luxembourg;ClosSec;28/12/20;10/01/21
Luxembourg;ClosSecPartial;05/05/20;26/05/20
Luxembourg;ClosureOfPublicTransportPartial;16/03/20;08/06/20
Luxembourg;EntertainmentVenues;16/03/20;10/05/20
Luxembourg;EntertainmentVenues;26/11/20;10/01/21
Luxembourg;EntertainmentVenuesPartial;11/05/20;25/11/20
Luxembourg;GymsSportsCentres;16/03/20;29/05/20
Luxembourg;GymsSportsCentres;26/11/20;10/01/21
Luxembourg;IndoorOver100;17/03/20;10/05/20
Luxembourg;IndoorOver100;22/09/20;NA
Luxembourg;IndoorOver1000;09/03/20;16/03/20
Luxembourg;IndoorOver50;11/05/20;21/09/20
Luxembourg;MasksMandatoryAllSpaces;18/03/20;19/04/20
Luxembourg;MasksMandatoryAllSpacesPartial;22/06/20;NA
Luxembourg;MasksMandatoryClosedSpaces;20/04/20;NA
Luxembourg;MassGather50Partial;11/05/20;21/09/20
Luxembourg;MassGatherAll;09/03/20;16/03/20
Luxembourg;MassGatherAll;22/09/20;NA
Luxembourg;MassGatherAllPartial;17/03/20;21/09/20
Luxembourg;NonEssentialShops;16/03/20;19/04/20
Luxembourg;NonEssentialShopsPartial;20/04/20;11/05/20
Luxembourg;NonEssentialShopsPartial;28/10/20;NA
Luxembourg;OutdoorOver100;22/09/20;NA
Luxembourg;OutdoorOver50;19/07/20;21/09/20
Luxembourg;OutdoorOver500;17/03/20;18/07/20
Luxembourg;PrivateGatheringRestrictions;16/03/20;11/05/20
Luxembourg;PrivateGatheringRestrictions;19/07/20;NA
Luxembourg;RestaurantsCafes;16/03/20;29/05/20
Luxembourg;RestaurantsCafes;27/11/20;06/04/21
Luxembourg;RestaurantsCafesPartial;30/05/20;26/11/20
Luxembourg;RestaurantsCafesPartial;07/04/21;NA
Luxembourg;StayHomeOrder;18/03/20;19/04/20
Luxembourg;StayHomeOrderPartial;20/04/20;11/05/20
Luxembourg;StayHomeOrderPartial;30/10/20;NA
Luxembourg;StayHomeRiskG;12/03/20;NA
Luxembourg;Teleworking;13/03/20;NA
Malta;BanOnAllEvents;13/03/20;NA
Malta;ClosDaycare;13/03/20;30/06/20
Malta;ClosDaycarePartial;10/03/21;NA
Malta;ClosHigh;13/03/20;30/06/20
Malta;ClosHigh;01/09/20;NA
Malta;ClosPrim;13/03/20;30/06/20
Malta;ClosPrimPartial;10/03/21;NA
Malta;ClosPubAny;18/03/20;21/05/20
Malta;ClosPubAnyPartial;22/05/20;NA
Malta;ClosSec;13/03/20;30/06/20
Malta;ClosSecPartial;10/03/21;NA
Malta;EntertainmentVenues;18/03/20;21/05/20
Malta;EntertainmentVenues;11/03/21;NA
Malta;EntertainmentVenuesPartial;17/08/20;10/03/21
Malta;GymsSportsCentres;18/03/20;02/06/20
Malta;GymsSportsCentres;11/03/21;NA
Malta;GymsSportsCentresPartial;03/06/20;10/03/21
Malta;MasksMandatoryAllSpaces;18/11/20;NA
Malta;MasksMandatoryClosedSpaces;22/05/20;17/10/20
Malta;MassGather50;13/03/20;NA
Malta;MassGatherAll;13/03/20;NA
Malta;NonEssentialShops;23/03/20;21/05/20
Malta;NonEssentialShops;10/03/21;NA
Malta;NonEssentialShopsPartial;22/05/20;09/03/21
Malta;PlaceOfWorshipPartial;20/08/20;NA
Malta;RestaurantsCafes;18/03/20;21/05/20
Malta;RestaurantsCafes;11/03/21;NA
Malta;RestaurantsCafesPartial;22/05/20;10/03/21
Malta;StayHomeRiskG;28/03/20;NA
Malta;Teleworking;08/05/20;NA
Netherlands;AdaptationOfWorkplace;25/03/20;NA
Netherlands;BanOnAllEvents;23/03/20;31/05/20
Netherlands;BanOnAllEvents;04/11/20;NA
Netherlands;BanOnAllEventsPartial;14/10/20;03/11/20
Netherlands;ClosDaycare;16/03/20;10/05/20
Netherlands;ClosDaycare;16/12/20;07/02/21
Netherlands;ClosDaycarePartial;08/06/20;01/07/20
Netherlands;ClosDaycarePartial;08/02/21;NA
Netherlands;ClosHigh;12/03/20;14/06/20
Netherlands;ClosHigh;16/12/20;NA
Netherlands;ClosHighPartial;15/06/20;01/09/20
Netherlands;ClosPrim;16/03/20;10/05/20
Netherlands;ClosPrim;16/12/20;07/02/21
Netherlands;ClosPrimPartial;11/05/20;08/06/20
Netherlands;ClosPubAny;15/12/20;02/03/21
Netherlands;ClosPubAnyPartial;12/03/20;14/12/20
Netherlands;ClosPubAnyPartial;03/03/21;NA
Netherlands;ClosSec;16/03/20;01/06/20
Netherlands;ClosSec;16/12/20;28/02/21
Netherlands;ClosSecPartial;02/06/20;30/06/20
Netherlands;ClosSecPartial;01/03/21;NA
Netherlands;ClosureOfPublicTransportPartial;12/03/20;31/05/20
Netherlands;EntertainmentVenues;12/03/20;31/05/20
Netherlands;EntertainmentVenues;04/11/20;NA
Netherlands;EntertainmentVenuesPartial;01/06/20;03/11/20
Netherlands;GymsSportsCentres;16/03/20;28/04/20
Netherlands;GymsSportsCentres;15/12/20;02/03/21
Netherlands;GymsSportsCentresPartial;29/04/20;30/06/20
Netherlands;GymsSportsCentresPartial;14/10/20;14/12/20
Netherlands;GymsSportsCentresPartial;03/03/21;NA
Netherlands;IndoorOver100;12/03/20;22/03/20
Netherlands;IndoorOver100;01/06/20;28/09/20
Netherlands;IndoorOver50;29/09/20;13/10/20
Netherlands;MasksMandatoryClosedSpaces;01/12/20;NA
Netherlands;MasksMandatoryClosedSpacesPartial;01/06/20;04/10/20
Netherlands;MasksVoluntaryClosedSpacesPartial;05/10/20;30/11/20
Netherlands;MassGather50;23/03/20;31/05/20
Netherlands;MassGather50;29/09/20;13/10/20
Netherlands;MassGather50;04/11/20;NA
Netherlands;MassGather50Partial;14/10/20;03/11/20
Netherlands;MassGatherAll;12/03/20;30/06/20
Netherlands;MassGatherAll;29/09/20;13/10/20
Netherlands;MassGatherAll;04/11/20;NA
Netherlands;MassGatherAllPartial;01/07/20;28/09/20
Netherlands;MassGatherAllPartial;14/10/20;03/11/20
Netherlands;NonEssentialShops;15/12/20;02/03/21
Netherlands;NonEssentialShopsPartial;03/03/21;NA
Netherlands;OutdoorOver100;12/03/20;22/03/20
Netherlands;OutdoorOver50;29/09/20;13/10/20
Netherlands;OutdoorOver500;01/07/20;28/09/20
Netherlands;PlaceOfWorship;16/03/20;31/05/20
Netherlands;PlaceOfWorshipPartial;01/06/20;30/06/20
Netherlands;PrivateGatheringRestrictions;23/03/20;30/06/20
Netherlands;PrivateGatheringRestrictions;18/08/20;NA
Netherlands;RestaurantsCafes;15/03/20;31/05/20
Netherlands;RestaurantsCafes;14/10/20;NA
Netherlands;RestaurantsCafesPartial;01/06/20;30/06/20
Netherlands;RestaurantsCafesPartial;29/09/20;13/10/20
Netherlands;StayHomeGen;18/03/20;10/05/20
Netherlands;StayHomeGen;15/12/20;22/01/21
Netherlands;StayHomeGenPartial;11/05/20;01/06/20
Netherlands;StayHomeGenPartial;04/11/20;14/12/20
Netherlands;StayHomeOrderPartial;23/01/21;NA
Netherlands;StayHomeRiskG;13/03/20;26/06/20
Netherlands;Teleworking;12/03/20;31/05/20
Netherlands;Teleworking;18/08/20;NA
Netherlands;TeleworkingPartial;01/06/20;17/08/20
Netherlands;WorkplaceClosures;23/03/20;10/05/20
Netherlands;WorkplaceClosures;15/12/20;02/03/21
Netherlands;WorkplaceClosuresPartial;03/03/21;NA
Norway;BanOnAllEvents;12/03/20;06/05/20
Norway;ClosDaycare;12/03/20;20/04/20
Norway;ClosHigh;12/03/20;14/06/20
Norway;ClosHigh;04/01/21;18/02/21
Norway;ClosHighPartial;09/11/20;03/01/21
Norway;ClosHighPartial;19/02/21;NA
Norway;ClosPrim;12/03/20;26/04/20
Norway;ClosPubAny;12/03/20;31/05/20
Norway;ClosPubAnyPartial;01/06/20;NA
Norway;ClosSec;12/03/20;11/05/20
Norway;ClosSecPartial;04/01/21;17/01/21
Norway;EntertainmentVenues;12/03/20;31/05/20
Norway;EntertainmentVenues;25/03/21;NA
Norway;EntertainmentVenuesPartial;01/06/20;03/01/21
Norway;GymsSportsCentres;12/03/20;14/05/20
Norway;GymsSportsCentres;03/01/21;17/01/21
Norway;GymsSportsCentres;25/03/21;NA
Norway;GymsSportsCentresPartial;18/01/21;24/03/21
Norway;IndoorOver100;19/02/21;24/03/21
Norway;IndoorOver50;07/05/20;14/06/20
Norway;IndoorOver50;25/03/21;NA
Norway;IndoorOver500;15/06/20;18/02/21
Norway;MasksVoluntaryAllSpacesPartial;14/08/20;NA
Norway;MassGather50;12/03/20;14/06/20
Norway;MassGather50;25/03/21;NA
Norway;MassGatherAll;12/03/20;14/06/20
Norway;MassGatherAll;12/10/20;NA
Norway;MassGatherAllPartial;15/06/20;11/10/20
Norway;OutdoorOver50;07/05/20;14/06/20
Norway;OutdoorOver50;25/03/21;NA
Norway;OutdoorOver500;15/06/20;24/03/21
Norway;PrivateGatheringRestrictions;02/06/20;NA
Norway;RestaurantsCafes;12/03/20;31/05/20
Norway;RestaurantsCafesPartial;01/06/20;NA
Norway;StayHomeGen;09/11/20;03/01/21
Norway;StayHomeRiskG;12/03/20;01/06/20
Norway;Teleworking;10/03/20;NA
Poland;AdaptationOfWorkplace;02/04/20;NA
Poland;BanOnAllEvents;07/11/20;NA
Poland;BanOnAllEventsPartial;17/07/20;06/08/20
Poland;ClosDaycare;12/03/20;06/05/20
Poland;ClosDaycarePartial;27/03/21;NA
Poland;ClosHigh;12/03/20;24/05/20
Poland;ClosHighPartial;25/05/20;31/08/20
Poland;ClosHighPartial;01/10/20;NA
Poland;ClosPrim;12/03/20;24/05/20
Poland;ClosPrim;10/11/20;17/01/21
Poland;ClosPrim;20/03/21;NA
Poland;ClosPrimPartial;25/05/20;30/06/20
Poland;ClosPrimPartial;24/10/20;09/11/20
Poland;ClosPrimPartial;18/01/21;19/03/21
Poland;ClosPubAny;14/03/20;14/03/20
Poland;ClosPubAnyPartial;15/03/20;NA
Poland;ClosSec;12/03/20;24/05/20
Poland;ClosSec;24/10/20;NA
Poland;ClosSecPartial;25/05/20;30/06/20
Poland;ClosSecPartial;01/09/20;23/10/20
Poland;ClosureOfPublicTransportPartial;15/03/20;NA
Poland;EntertainmentVenues;14/03/20;06/06/20
Poland;EntertainmentVenues;24/10/20;31/01/21
Poland;EntertainmentVenues;20/03/21;NA
Poland;EntertainmentVenuesPartial;07/06/20;16/10/20
Poland;EntertainmentVenuesPartial;01/02/21;19/03/21
Poland;GymsSportsCentres;14/03/20;04/06/20
Poland;GymsSportsCentres;17/10/20;14/02/21
Poland;GymsSportsCentres;20/03/21;NA
Poland;GymsSportsCentresPartial;05/06/20;06/08/20
Poland;HotelsOtherAccommodation;14/03/20;04/05/20
Poland;HotelsOtherAccommodation;20/03/21;NA
Poland;HotelsOtherAccommodationPartial;24/10/20;19/03/21
Poland;IndoorOver100;07/08/20;22/10/20
Poland;IndoorOver50;14/03/20;03/05/20
Poland;IndoorOver50;23/10/20;06/11/20
Poland;IndoorOver500;10/03/20;13/03/20
Poland;MasksMandatoryAllSpaces;16/04/20;29/05/20
Poland;MasksMandatoryAllSpaces;10/10/20;NA
Poland;MasksMandatoryClosedSpacesPartial;30/05/20;18/09/20
Poland;MassGather50;14/03/20;29/05/20
Poland;MassGather50;23/10/20;NA
Poland;MassGather50Partial;17/07/20;06/08/20
Poland;MassGatherAll;10/03/20;18/06/20
Poland;MassGatherAll;17/10/20;NA
Poland;MassGatherAllPartial;19/06/20;16/10/20
Poland;NonEssentialShops;14/03/20;17/05/20
Poland;NonEssentialShops;07/11/20;31/01/21
Poland;NonEssentialShops;20/03/21;NA
Poland;NonEssentialShopsPartial;01/02/21;19/03/21
Poland;OutdoorOver100;30/05/20;16/07/20
Poland;OutdoorOver50;14/03/20;29/05/20
Poland;OutdoorOver500;07/08/20;10/10/20
Poland;PlaceOfWorshipPartial;19/04/20;30/05/20
Poland;PlaceOfWorshipPartial;09/08/20;NA
Poland;PrivateGatheringRestrictions;02/04/20;29/05/20
Poland;PrivateGatheringRestrictions;17/10/20;NA
Poland;RestaurantsCafes;14/03/20;17/05/20
Poland;RestaurantsCafes;24/10/20;NA
Poland;RestaurantsCafesPartial;18/05/20;29/05/20
Poland;StayHomeGen;19/04/20;04/05/20
Poland;StayHomeOrder;24/03/20;18/04/20
Poland;StayHomeRiskG;08/03/20;NA
Poland;Teleworking;08/03/20;NA
Portugal;BanOnAllEvents;04/05/20;NA
Portugal;ClosDaycare;16/03/20;17/05/20
Portugal;ClosDaycare;22/01/21;14/03/21
Portugal;ClosDaycarePartial;18/05/20;31/05/20
Portugal;ClosHigh;16/03/20;17/05/20
Portugal;ClosHigh;22/01/21;NA
Portugal;ClosHighPartial;18/05/20;07/09/20
Portugal;ClosPrim;16/03/20;14/09/20
Portugal;ClosPrim;22/01/21;14/03/21
Portugal;ClosPubAny;13/03/20;17/03/20
Portugal;ClosPubAnyPartial;18/03/20;NA
Portugal;ClosSec;16/03/20;17/05/20
Portugal;ClosSec;22/01/21;31/03/21
Portugal;ClosSecPartial;18/05/20;14/09/20
Portugal;ClosSecPartial;01/04/21;NA
Portugal;ClosureOfPublicTransportPartial;18/03/20;NA
Portugal;EntertainmentVenues;13/03/20;17/05/20
Portugal;EntertainmentVenues;15/01/21;NA
Portugal;EntertainmentVenuesPartial;18/05/20;01/06/20
Portugal;EntertainmentVenuesPartial;24/11/20;14/01/21
Portugal;GymsSportsCentres;15/03/20;03/05/20
Portugal;GymsSportsCentres;15/01/21;31/03/21
Portugal;GymsSportsCentresPartial;04/05/20;21/11/20
Portugal;GymsSportsCentresPartial;01/04/21;NA
Portugal;IndoorOver100;15/03/20;03/05/20
Portugal;MasksMandatoryAllSpaces;28/10/20;NA
Portugal;MasksMandatoryClosedSpaces;04/05/20;27/10/20
Portugal;MasksVoluntaryAllSpaces;15/10/20;27/10/20
Portugal;MassGather50;04/05/20;NA
Portugal;MassGatherAll;15/03/20;NA
Portugal;NonEssentialShops;15/03/20;03/05/20
Portugal;NonEssentialShops;15/01/21;31/03/21
Portugal;NonEssentialShopsPartial;04/05/20;23/11/20
Portugal;NonEssentialShopsPartial;01/04/21;NA
Portugal;OutdoorOver100;15/03/20;03/05/20
Portugal;PlaceOfWorship;13/03/20;30/05/20
Portugal;PrivateGatheringRestrictions;03/05/20;NA
Portugal;RegionalStayHomeOrder;02/04/20;03/05/20
Portugal;RestaurantsCafes;15/03/20;31/05/20
Portugal;RestaurantsCafes;15/11/20;31/03/21
Portugal;RestaurantsCafesPartial;01/04/21;NA
Portugal;StayHomeGen;19/03/20;02/05/20
Portugal;StayHomeOrder;15/01/21;NA
Portugal;StayHomeRiskG;18/03/20;02/05/20
Portugal;Teleworking;16/03/20;31/05/20
Portugal;Teleworking;15/01/21;NA
Portugal;TeleworkingPartial;01/06/20;22/10/20
Romania;AdaptationOfWorkplace;16/03/20;NA
Romania;ClosDaycare;16/03/20;14/06/20
Romania;ClosDaycarePartial;15/06/20;14/09/20
Romania;ClosHigh;16/03/20;14/06/20
Romania;ClosHighPartial;31/08/20;NA
Romania;ClosPrim;16/03/20;14/06/20
Romania;ClosPrim;09/11/20;23/12/20
Romania;ClosPrim;11/01/21;07/02/21
Romania;ClosPrimPartial;15/06/20;14/09/20
Romania;ClosPubAny;18/03/20;13/05/20
Romania;ClosPubAnyPartial;14/05/20;NA
Romania;ClosSec;16/03/20;01/06/20
Romania;ClosSec;09/11/20;23/12/20
Romania;ClosSec;11/01/21;07/02/21
Romania;ClosSecPartial;02/06/20;14/09/20
Romania;ClosSecPartial;08/02/21;NA
Romania;EntertainmentVenues;18/03/20;13/05/20
Romania;EntertainmentVenuesPartial;14/05/20;NA
Romania;GymsSportsCentres;18/03/20;30/05/20
Romania;GymsSportsCentresPartial;31/05/20;14/06/20
Romania;GymsSportsCentresPartial;25/03/21;NA
Romania;HotelsOtherAccommodation;18/03/20;15/05/20
Romania;HotelsOtherAccommodationPartial;14/11/20;NA
Romania;IndoorOver50;01/09/20;NA
Romania;MasksMandatoryAllSpaces;01/08/20;NA
Romania;MasksMandatoryClosedSpaces;15/05/20;31/07/20
Romania;MassGather50;01/09/20;NA
Romania;MassGatherAll;18/03/20;18/10/20
Romania;MassGatherAllPartial;19/10/20;NA
Romania;NonEssentialShops;22/03/20;13/05/20
Romania;NonEssentialShopsPartial;14/05/20;14/06/20
Romania;NonEssentialShopsPartial;05/11/20;NA
Romania;OutdoorOver100;01/09/20;NA
Romania;OutdoorOver500;18/03/20;31/08/20
Romania;PlaceOfWorship;18/03/20;14/05/20
Romania;PlaceOfWorshipPartial;15/05/20;NA
Romania;PrivateGatheringRestrictions;22/03/20;NA
Romania;RestaurantsCafes;18/03/20;31/05/20
Romania;RestaurantsCafesPartial;01/06/20;NA
Romania;StayHomeOrderPartial;22/03/20;13/05/20
Romania;StayHomeOrderPartial;14/11/20;NA
Romania;StayHomeRiskG;25/03/20;14/05/20
Romania;Teleworking;16/03/20;NA
Slovakia;BanOnAllEvents;10/03/20;03/06/20
Slovakia;BanOnAllEventsPartial;02/11/20;14/11/20
Slovakia;BanOnAllEventsPartial;30/12/20;NA
Slovakia;ClosDaycare;16/03/20;31/05/20
Slovakia;ClosDaycarePartial;01/06/20;30/06/20
Slovakia;ClosHigh;16/03/20;09/06/20
Slovakia;ClosHighPartial;10/06/20;NA
Slovakia;ClosPrim;30/03/20;31/05/20
Slovakia;ClosPrimPartial;01/06/20;30/06/20
Slovakia;ClosPrimPartial;12/10/20;11/04/21
Slovakia;ClosPubAnyPartial;12/03/20;20/05/20
Slovakia;ClosPubAnyPartial;01/10/20;NA
Slovakia;ClosSec;16/03/20;31/05/20
Slovakia;ClosSec;12/10/20;15/11/20
Slovakia;ClosSecPartial;01/06/20;30/06/20
Slovakia;ClosSecPartial;16/11/20;NA
Slovakia;EntertainmentVenues;16/03/20;20/05/20
Slovakia;EntertainmentVenues;15/10/20;15/11/20
Slovakia;EntertainmentVenues;19/12/20;NA
Slovakia;EntertainmentVenuesPartial;16/11/20;18/12/20
Slovakia;GymsSportsCentres;16/03/20;20/05/20
Slovakia;GymsSportsCentres;15/10/20;15/11/20
Slovakia;GymsSportsCentres;19/12/20;NA
Slovakia;GymsSportsCentresPartial;16/11/20;18/12/20
Slovakia;HotelsOtherAccommodation;01/01/21;10/01/21
Slovakia;HotelsOtherAccommodationPartial;12/03/20;20/05/20
Slovakia;HotelsOtherAccommodationPartial;14/12/20;31/12/20
Slovakia;HotelsOtherAccommodationPartial;11/01/21;NA
Slovakia;IndoorOver100;04/06/20;14/06/20
Slovakia;IndoorOver1000;15/06/20;31/08/20
Slovakia;IndoorOver500;01/09/20;30/09/20
Slovakia;MasksMandatoryAllSpaces;25/03/20;09/06/20
Slovakia;MasksMandatoryAllSpaces;01/10/20;NA
Slovakia;MasksMandatoryClosedSpaces;10/06/20;30/09/20
Slovakia;MassGather50;10/03/20;03/06/20
Slovakia;MassGather50Partial;02/11/20;14/11/20
Slovakia;MassGather50Partial;30/12/20;NA
Slovakia;MassGatherAll;10/03/20;30/09/20
Slovakia;MassGatherAllPartial;02/11/20;14/11/20
Slovakia;MassGatherAllPartial;30/12/20;NA
Slovakia;NonEssentialShops;16/03/20;21/04/20
Slovakia;NonEssentialShopsPartial;22/04/20;20/05/20
Slovakia;NonEssentialShopsPartial;01/10/20;NA
Slovakia;OutdoorOver100;04/06/20;14/06/20
Slovakia;OutdoorOver1000;15/06/20;30/09/20
Slovakia;PlaceOfWorshipPartial;01/01/21;NA
Slovakia;PrivateGatheringRestrictions;01/10/20;NA
Slovakia;RestaurantsCafes;01/01/21;NA
Slovakia;RestaurantsCafesPartial;12/03/20;20/05/20
Slovakia;RestaurantsCafesPartial;01/10/20;31/12/20
Slovakia;StayHomeOrder;30/12/20;28/02/21
Slovakia;StayHomeOrderPartial;02/11/20;14/11/20
Slovakia;StayHomeOrderPartial;01/03/21;NA
Slovakia;Teleworking;02/11/20;NA
Slovenia;BanOnAllEvents;17/10/20;NA
Slovenia;ClosDaycare;12/03/20;17/05/20
Slovenia;ClosDaycare;24/10/20;25/01/21
Slovenia;ClosDaycare;01/04/21;11/04/21
Slovenia;ClosHigh;12/03/20;17/05/20
Slovenia;ClosHigh;24/10/20;25/01/21
Slovenia;ClosHigh;01/04/21;11/04/21
Slovenia;ClosPrim;12/03/20;03/06/20
Slovenia;ClosPrim;24/10/20;25/01/21
Slovenia;ClosPrim;01/04/21;11/04/21
Slovenia;ClosPrimPartial;02/02/21;14/02/21
Slovenia;ClosPubAny;14/03/20;28/04/20
Slovenia;ClosPubAnyPartial;29/04/20;NA
Slovenia;ClosSec;12/03/20;17/05/20
Slovenia;ClosSec;19/10/20;14/02/21
Slovenia;ClosSec;01/04/21;11/04/21
Slovenia;ClosSecPartial;18/05/20;24/06/20
Slovenia;ClosSecPartial;15/02/21;07/03/21
Slovenia;ClosureOfPublicTransport;14/03/20;30/04/20
Slovenia;ClosureOfPublicTransport;16/11/20;15/12/20
Slovenia;EntertainmentVenues;15/03/20;28/04/20
Slovenia;EntertainmentVenuesPartial;29/04/20;NA
Slovenia;GymsSportsCentres;15/03/20;17/05/20
Slovenia;GymsSportsCentresPartial;18/05/20;01/06/20
Slovenia;IndoorOver100;10/03/20;31/05/20
Slovenia;IndoorOver50;15/06/20;08/07/20
Slovenia;IndoorOver500;07/03/20;09/03/20
Slovenia;MasksMandatoryAllSpaces;30/03/20;01/06/20
Slovenia;MasksMandatoryAllSpacesPartial;19/09/20;NA
Slovenia;MasksMandatoryClosedSpaces;25/06/20;NA
Slovenia;MassGather50;18/05/20;31/05/20
Slovenia;MassGather50;15/06/20;08/07/20
Slovenia;MassGather50;17/10/20;NA
Slovenia;MassGatherAll;07/03/20;08/07/20
Slovenia;MassGatherAll;17/10/20;NA
Slovenia;NonEssentialShops;15/03/20;20/04/20
Slovenia;NonEssentialShops;24/10/20;14/12/20
Slovenia;NonEssentialShopsPartial;15/12/20;NA
Slovenia;OutdoorOver50;18/05/20;31/05/20
Slovenia;OutdoorOver500;10/03/20;18/03/20
Slovenia;OutdoorOver500;01/06/20;14/06/20
Slovenia;PlaceOfWorship;01/04/21;11/04/21
Slovenia;PrivateGatheringRestrictions;19/03/20;17/05/20
Slovenia;PrivateGatheringRestrictions;20/10/20;NA
Slovenia;RestaurantsCafes;15/03/20;03/05/20
Slovenia;RestaurantsCafesPartial;04/05/20;18/05/20
Slovenia;StayHomeOrder;19/03/20;04/05/20
Slovenia;StayHomeOrderPartial;20/10/20;NA
Slovenia;Teleworking;04/03/20;NA
Slovenia;WorkplaceClosures;15/03/20;04/05/20
Spain;AdaptationOfWorkplace;11/04/20;NA
Spain;BanOnAllEvents;14/03/20;01/06/20
Spain;BanOnAllEvents;25/10/20;NA
Spain;BanOnAllEventsPartial;01/10/20;24/10/20
Spain;ClosDaycare;12/03/20;27/08/20
Spain;ClosHigh;12/03/20;27/08/20
Spain;ClosPrim;12/03/20;27/08/20
Spain;ClosPubAny;14/03/20;03/05/20
Spain;ClosPubAny;01/10/20;24/10/20
Spain;ClosPubAnyPartial;04/05/20;30/09/20
Spain;ClosPubAnyPartial;25/10/20;NA
Spain;ClosSec;12/03/20;27/08/20
Spain;EntertainmentVenues;14/03/20;10/05/20
Spain;EntertainmentVenues;14/08/20;NA
Spain;EntertainmentVenuesPartial;11/05/20;20/06/20
Spain;GymsSportsCentres;14/03/20;20/06/20
Spain;HotelsOtherAccommodation;14/03/20;31/05/20
Spain;HotelsOtherAccommodationPartial;01/06/20;20/06/20
Spain;IndoorOver100;02/06/20;21/06/20
Spain;MasksMandatoryAllSpaces;30/03/21;NA
Spain;MasksMandatoryAllSpacesPartial;21/05/20;03/08/20
Spain;MasksMandatoryClosedSpaces;04/05/20;21/05/20
Spain;MasksMandatoryClosedSpaces;04/08/20;29/03/21
Spain;MasksVoluntaryClosedSpaces;13/03/20;03/05/20
Spain;MassGather50;14/03/20;01/06/20
Spain;MassGather50;25/10/20;NA
Spain;MassGather50Partial;01/10/20;24/10/20
Spain;MassGatherAll;14/03/20;21/06/20
Spain;MassGatherAll;25/10/20;NA
Spain;MassGatherAllPartial;01/10/20;24/10/20
Spain;OutdoorOver1000;02/06/20;21/06/20
Spain;PlaceOfWorshipPartial;25/10/20;NA
Spain;PrivateGatheringRestrictions;25/10/20;NA
Spain;RestaurantsCafes;14/03/20;03/05/20
Spain;RestaurantsCafesPartial;04/05/20;30/09/20
Spain;SocialCircle;27/08/20;NA
